id,grupo,classe,ordem,familia,subfamilia,tribo,genero,binomio,binomio_autor,nome_comum,dieta,locomocao,distribuicao_estado,distribuicao,endemismo,iucn_2025,iucn_rationale,cites_2025,salve_2023,mma_2022,copam_2010,iema_2022,semil_2018,sedest_2024,consema_ma_2025,sema_ba_2017,consema_sc_2011,gov_rs_2014,sema_ce_2022,foto_inat,link_inat
605,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Diclidurus,Diclidurus scutatus,"Diclidurus scutatus Peters, 1869",morcego-fantasma,In,Vo,"Amazonas, Amapá, Pará, Rondônia, São Paulo","Amazônia, Mata Atlântica",-,LC,"Esta espécie está listada como Preocupação Menor porque é relativamente amplamente distribuída, embora seja conhecida apenas por alguns exemplares, e é improvável que esteja declinando rápido o suficiente para ser incluída em qualquer uma das categorias de ameaça num futuro próximo.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/74984923/medium.jpg,https://www.inaturalist.org/taxa/41364
606,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Peropteryx,Peropteryx kappleri,"Peropteryx kappleri Peters, 1867",morcego,In,Vo,"Alagoas, Amazonas, Amapá, Bahia, Espírito Santo, Maranhão, Minas Gerais, Mato Grosso do Sul, Mato Grosso, Pará, Paraíba, Pernambuco, Rio de Janeiro, São Paulo, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal",-,LC,"Essa espécie está listada como de Menor Preocupação porque, embora seja amplamente distribuída e improvável que esteja em declínio em um ritmo que poderia ser incluída em uma das categorias de ameaça em um futuro próximo.",-,-,-,-,-,CR,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/129968517/medium.jpg,https://www.inaturalist.org/taxa/41349
607,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Peropteryx,Peropteryx leucoptera,"Peropteryx leucoptera Peters, 1867",morcego,In,Vo,"Amazonas, Amapá, Mato Grosso, Pará, Paraíba, Pernambuco, Rio Grande do Norte, Sergipe","Amazônia, Mata Atlântica",-,LC,Essa espécie está listada como Preocupação Menor porque está amplamente distribuída e é improvável que esteja em declínio a um ritmo que a qualifique para inclusão em qualquer uma das categorias ameaçadas num futuro próximo.,-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/344278106/medium.jpg,https://www.inaturalist.org/taxa/41347
608,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Peropteryx,Peropteryx macrotis,"Peropteryx macrotis (Wagner, 1843)",morcego,In,Vo,"Alagoas, Amazonas, Amapá, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Minas Gerais, Mato Grosso do Sul, Mato Grosso, Pará, Paraíba, Pernambuco, Piauí, Paraná, Rio de Janeiro, Rio Grande do Norte, Sergipe, São Paulo, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal",-,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,DD,-,-,-,-,-,https://static.inaturalist.org/photos/466117/medium.jpg,https://www.inaturalist.org/taxa/41348
609,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Peropteryx,Peropteryx pallidoptera,"Peropteryx pallidoptera Lim et al., 2010",morcego,In,Vo,Pará,Amazônia,-,DD,"Listadas como dados deficientes, pois as poucas localidades conhecidas, todas representando um habitat único (florestas amazônicas de terras baixas), não permitem fazer uma avaliação confiável de sua distribuição geográfica, status populacional ou ameaças atuais e futuras.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/39825010/medium.jpg,https://www.inaturalist.org/taxa/765478
610,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Peropteryx,Peropteryx trinitatis,"Peropteryx trinitatis Miller, 1899",morcego,In,Vo,"Amazonas, Amapá, Bahia, Maranhão, Mato Grosso, Pará, Pernambuco","Amazônia, Caatinga, Mata Atlântica","Brasil, Mata Atlântica",DD,"Esta espécie está listada como Dados Insuficientes devido à falta de informações sobre biologia, ecologia e status populacional desta espécie, além de persistir incertezas sobre sua distribuição.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/401678/medium.JPG,https://www.inaturalist.org/taxa/74859
611,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Rhynchonycteris,Rhynchonycteris naso,"Rhynchonycteris naso (Wied-Neuwied, 1820)",morcego-de-tromba,In,Vo,"Acre, Alagoas, Amazonas, Amapá, Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Minas Gerais, Mato Grosso do Sul, Mato Grosso, Pará, Paraíba, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rondônia, Roraima, Sergipe, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal",-,LC,"Esta espécie está listada como Preocupação Menor porque é amplamente distribuída, comum em áreas com água e habitat adequado, e é improvável que esteja em declínio a um ritmo que a qualifique para inclusão em uma das categorias ameaçadas em um futuro próximo.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/65971058/medium.jpg,https://www.inaturalist.org/taxa/41396
612,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Saccopteryx,Saccopteryx bilineata,"Saccopteryx bilineata (Temminck, 1838)",morcego,In,Vo,"Acre, Amazonas, Amapá, Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Minas Gerais, Mato Grosso, Pará, Piauí, Rio de Janeiro, Rondônia, Roraima","Amazônia, Caatinga, Cerrado, Mata Atlântica",-,LC,"Esta espécie é de Menor Preocupação, pois é comum, difundida e tolerante a algumas modificações de habitat.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/309440/medium.JPG,https://www.inaturalist.org/taxa/41337
613,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Saccopteryx,Saccopteryx canescens,"Saccopteryx canescens Thomas, 1901",morcego,In,Vo,"Amazonas, Amapá, Maranhão, Pará, Rondônia",Amazônia,-,LC,Essa espécie é listada como Preocupação Menor porque é comum e amplamente distribuída.,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/91542814/medium.jpg,https://www.inaturalist.org/taxa/41338
614,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Saccopteryx,Saccopteryx gymnura,"Saccopteryx gymnura Thomas, 1901",morcego,In,Vo,"Amazonas, Maranhão, Pará",Amazônia,-,DD,"Esta espécie está listada como Dados Deficientes. Não se sabe se ocorre em toda a sua distribuição ou se sua distribuição é irregular. Parece ser raro, com base nos dados atuais de amostragem, em comparação com outras espécies de Saccopteryx, mas não é tão amplamente distribuído quanto a maioria das espécies.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/8852112/medium.jpg,https://www.inaturalist.org/taxa/41336
615,Voadores,Mammalia,Chiroptera,Emballonuridae,Emballonurinae,Diclidurini,Saccopteryx,Saccopteryx leptura,"Saccopteryx leptura (Schreber, 1774)",morcego,In,Vo,"Acre, Alagoas, Amazonas, Amapá, Ceará, Espírito Santo, Goiás, Maranhão, Minas Gerais, Mato Grosso, Pará, Paraíba, Pernambuco, Rio de Janeiro, Rondônia, Roraima, Sergipe, São Paulo, Tocantins","Amazônia, Cerrado, Mata Atlântica",-,LC,"Esta espécie está listada como Menor Preocupação, pois é amplamente distribuída, tolerante a uma variedade de habitats e presumivelmente possui uma população grande. É improvável que esteja caindo rápido o suficiente para ser incluído em qualquer uma das categorias ameaçadas.",-,-,-,-,-,EN,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/349036269/medium.jpg,https://www.inaturalist.org/taxa/41339
616,Voadores,Mammalia,Chiroptera,Furipteridae,,,Furipterus,Furipterus horrens,"Furipterus horrens (Cuvier, 1828)",morcego-borboleta,In,Vo,"Amazonas, Amapá, Bahia, Ceará, Espírito Santo, Distrito Federal, Goiás, Minas Gerais, Pará, Paraíba, Pernambuco, Piauí, Paraná, Rio de Janeiro, Rio Grande do Norte, Santa Catarina, Sergipe, São Paulo, Tocantins","Amazônia, Mata Atlântica, Caatinga, Cerrado",Mata Atlântica,LC,"Esta espécie é listada como de Menor Preocupação porque possui uma ampla distribuição, embora raramente seja registrada em levantamentos devido a dificuldades de amostragem.",-,VU,VU,-,EN,VU,VU,-,-,CR,-,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/366077652/medium.jpg,https://www.inaturalist.org/taxa/41333
617,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Cynomops,Cynomops abrasus,"Cynomops abrasus (Temminck, 1826)",morcego,In,Vo,"Maranhão, Minas Gerais, Mato Grosso, Piauí, Paraná, Rio de Janeiro, Santa Catarina, São Paulo","Caatinga, Cerrado, Mata Atlântica",-,DD,"Listado como Dados Deficientes desde então, embora tenha sido registrado em uma área muito ampla, há poucos registros e muito pouco se sabe sobre seu status e necessidades de habitat.",-,-,-,-,-,-,LC,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/91557719/medium.jpg,https://www.inaturalist.org/taxa/74261
618,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Cynomops,Cynomops greenhalli,"Cynomops greenhalli Goodwin, 1958",morcego,In,Vo,Amazonas,Amazônia,-,LC,Esta espécie é listada como Preocupação Menor porque é amplamente distribuída e é improvável que esteja em declínio rápido o suficiente para ser incluída em qualquer uma das categorias ameaçadas.,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/260008480/medium.jpeg,https://www.inaturalist.org/taxa/74262
619,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Cynomops,Cynomops mastivus,"Cynomops mastivus (Thomas, 1911)",morcego,In,Vo,"Amazonas, Pará, Rondônia",Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/479366581/medium.jpeg,https://www.inaturalist.org/taxa/1431073
620,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Cynomops,Cynomops milleri,"Cynomops milleri (Osgood, 1914)",morcego,In,Vo,"Amazonas, Pará",Amazônia,-,LC,"Esta espécie é relativamente comum em partes de sua área de ocorrência, sua distribuição geográfica é extensa e sua extensão de ocorrência é relativamente bem protegida. Essa espécie está listada como de Menor Preocupação porque é relativamente comum em sua área de ocorrência, e seu habitat não é severamente ameaçado, então há uma probabilidade muito baixa de que suas populações ou sua área de distribuição se tornem ameaçadas no futuro próximo.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/366073375/medium.jpeg,https://www.inaturalist.org/taxa/765445
621,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Cynomops,Cynomops planirostris,"Cynomops planirostris (Peters, 1865)",morcego,In,Vo,"Amazonas, Amapá, Ceará, Espírito Santo, Distrito Federal, Goiás, Maranhão, Mato Grosso do Sul, Mato Grosso,  Pará, Paraíba, Pernambuco, Piauí, Paraná, Rondônia, Sergipe, São Paulo, Tocantins","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal",-,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,DD,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/91533201/medium.jpg,https://www.inaturalist.org/taxa/74265
622,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Eumops,Eumops auripendulus,"Eumops auripendulus (Shaw, 1800)",morcego,In,Vo,"Acre, Amazonas, Bahia, Ceará, Espírito Santo, Minas Gerais, Mato Grosso do Sul, Mato Grosso, Pará, Pernambuco, Piauí, Paraná, Rio de Janeiro, Rondônia, Rio Grande do Sul, São Paulo","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal",Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,LC,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/431548830/medium.jpg,https://www.inaturalist.org/taxa/41274
623,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Eumops,Eumops bonariensis,"Eumops bonariensis (Peters, 1874)",morcego,In,Vo,"Paraná, Rio Grande do Sul","Mata Atlântica, Pampa",-,LC,"Esta espécie é listada como Preocupação Menor devido à sua ainda ampla distribuição (apesar de sua definição taxonômica restrita), presumida grande população, ocorrência em várias áreas protegidas e porque é improvável que esteja diminuindo em uma taxa próxima à necessária para ser incluída na categoria ameaçada.",-,-,-,-,-,-,LC,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/58140710/medium.jpeg,https://www.inaturalist.org/taxa/852379
624,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Eumops,Eumops chimaera,"Eumops chimaera Gregorin et al., 2016",morcego,In,Vo,Minas Gerais,Mata Atlântica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1431071
625,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Eumops,Eumops dabbenei,"Eumops dabbenei Thomas, 1914",morcego,In,Vo,Mato Grosso do Sul,Pantanal,-,LC,Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/41273
626,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Eumops,Eumops delticus,"Eumops delticus Thomas, 1923",morcego,In,Vo,"Amapá, Bahia, Minas Gerais, Pará, São Paulo","Amazônia, Cerrado, Mata Atlântica",-,DD,"Esta espécie está listada como Dados Insuficientes devido à escassez de informações recentes e confiáveis sobre a extensão da ocorrência e os requisitos ecológicos dessa espécie para realizar uma avaliação. Recentemente, foi separado de Eumops bonariensis, que tinha uma distribuição muito extensa, então sua distribuição geográfica não é totalmente documentada ou precisa.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/852378
627,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Eumops,Eumops glaucinus,"Eumops glaucinus (Wagner, 1843)",morcego,In,Vo,"Alagoas, Amazonas, Distrito Federal, Minas Gerais, Mato Grosso do Sul, Mato Grosso, Pará, Paraíba, Pernambuco, Paraná, Rio de Janeiro, São Paulo","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal",-,LC,"Esta espécie está listada como Preocupação Menor devido à sua distribuição muito ampla, presumida grande população e porque é improvável que esteja em declínio próximo ao ritmo necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,LC,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/130418898/medium.jpeg,https://www.inaturalist.org/taxa/1104627
628,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Eumops,Eumops hansae,"Eumops hansae Sanborn, 1932",morcego,In,Vo,"Amazonas, Minas Gerais, Paraná, Santa Catarina, São Paulo","Amazônia, Cerrado, Mata Atlântica",-,LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,LC,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/334092474/medium.jpeg,https://www.inaturalist.org/taxa/41272
629,Voadores,Mammalia,Chiroptera,Molossidae,Molossinae,,Eumops,Eumops maurus,"Eumops maurus (Thomas, 1901)",morcego,In,Vo,"Amazonas, Goiás, São Paulo, Tocantins","Amazônia, Cerrado, Mata Atlântica",Amazônia,DD,Listado como Dados Insuficientes devido à ausência de informações recentes sobre a extensão de ocorrência e os requisitos ecológicos desta espécie para realizar uma avaliação.,-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/91540280/medium.jpg,https://www.inaturalist.org/taxa/41271
